	textid	text	pair	target
28296	28296	The professor introduced the banker , and the athlete supported the lawyer .	The athlete supported the lawyer .	entailment
28297	28297	The secretaries waited , and the judges slept .	The judges slept .	entailment
28298	28298	The secretary called the scientists , and the actors shouted .	The secretary called the scientists .	entailment
28299	28299	The tourist called the doctors , and the president introduced the actors .	The president introduced the actors .	entailment
28300	28300	The doctor encouraged the professor , and the managers recognized the tourist .	The doctor encouraged the professor .	entailment
28301	28301	The actor recommended the manager , and the lawyer ran .	The actor recommended the manager .	entailment
28302	28302	The author ran , and the actor arrived .	The actor arrived .	entailment
28303	28303	The professor contacted the athlete , and the actor resigned .	The professor contacted the athlete .	entailment
28304	28304	The author performed , and the president arrived .	The president arrived .	entailment
28305	28305	The actors mentioned the artist , and the scientists shouted .	The scientists shouted .	entailment
28306	28306	The secretary recommended the managers , and the lawyer resigned .	The lawyer resigned .	entailment
28307	28307	The athlete thanked the student , and the banker waited .	The athlete thanked the student .	entailment
28308	28308	The doctor supported the athlete , and the senators performed .	The doctor supported the athlete .	entailment
28309	28309	The scientists saw the lawyer , and the authors thanked the doctor .	The authors thanked the doctor .	entailment
28310	28310	The scientist performed , and the actor supported the author .	The actor supported the author .	entailment
28311	28311	The president slept , and the athlete admired the student .	The athlete admired the student .	entailment
28312	28312	The artists avoided the tourist , and the presidents saw the author .	The artists avoided the tourist .	entailment
28313	28313	The senator resigned , and the doctors shouted .	The senator resigned .	entailment
28314	28314	The senators called the tourist , and the professors recognized the secretaries .	The professors recognized the secretaries .	entailment
28315	28315	The artist called the student , and the actor waited .	The artist called the student .	entailment
28316	28316	The athlete arrived , and the lawyer slept .	The lawyer slept .	entailment
28317	28317	The president shouted , and the author saw the secretary .	The president shouted .	entailment
28318	28318	The secretary danced , and the actors avoided the doctors .	The secretary danced .	entailment
28319	28319	The actors thanked the artists , and the senator advised the manager .	The senator advised the manager .	entailment
28320	28320	The professor supported the banker , and the tourists called the president .	The tourists called the president .	entailment
28321	28321	The professor advised the managers , and the senator contacted the lawyers .	The senator contacted the lawyers .	entailment
28322	28322	The actor introduced the scientists , and the senator arrived .	The senator arrived .	entailment
28323	28323	The senator contacted the scientist , and the lawyers performed .	The senator contacted the scientist .	entailment
28324	28324	The scientists stopped the lawyers , and the students saw the secretaries .	The students saw the secretaries .	entailment
28325	28325	The senators believed the professor , and the judges danced .	The senators believed the professor .	entailment
28326	28326	The lawyers introduced the judge , and the professor arrived .	The lawyers introduced the judge .	entailment
28327	28327	The student waited , and the doctor arrived .	The doctor arrived .	entailment
28328	28328	The senator arrived , and the lawyers avoided the professor .	The lawyers avoided the professor .	entailment
28329	28329	The artist slept , and the senator contacted the judge .	The artist slept .	entailment
28330	28330	The students thanked the author , and the judge helped the lawyers .	The students thanked the author .	entailment
28331	28331	The athletes performed , and the doctors supported the president .	The athletes performed .	entailment
28332	28332	The students helped the actor , and the scientists ran .	The students helped the actor .	entailment
28333	28333	The professors introduced the doctor , and the manager called the athlete .	The manager called the athlete .	entailment
28334	28334	The authors shouted , and the lawyers advised the judge .	The lawyers advised the judge .	entailment
28335	28335	The judge arrived , and the scientist ran .	The scientist ran .	entailment
28336	28336	The banker advised the doctors , and the tourists encouraged the presidents .	The banker advised the doctors .	entailment
28337	28337	The artists performed , and the actors recommended the scientist .	The artists performed .	entailment
28338	28338	The manager called the senators , and the artist waited .	The artist waited .	entailment
28339	28339	The athlete mentioned the secretaries , and the senator shouted .	The senator shouted .	entailment
28340	28340	The artist contacted the tourist , and the lawyer introduced the athletes .	The lawyer introduced the athletes .	entailment
28341	28341	The doctors contacted the senators , and the actor encouraged the lawyers .	The doctors contacted the senators .	entailment
28342	28342	The doctor performed , and the secretary encouraged the professor .	The secretary encouraged the professor .	entailment
28343	28343	The actor resigned , and the athlete slept .	The athlete slept .	entailment
28344	28344	The student waited , and the managers recommended the secretary .	The managers recommended the secretary .	entailment
28345	28345	The actors thanked the student , and the artist called the lawyers .	The actors thanked the student .	entailment
28346	28346	The secretaries thanked the author , and the lawyer admired the professor .	The secretaries thanked the author .	entailment
28347	28347	The professor slept , and the judges recommended the scientists .	The professor slept .	entailment
28348	28348	The doctor performed , and the secretary arrived .	The secretary arrived .	entailment
28349	28349	The doctors shouted , and the author helped the lawyers .	The doctors shouted .	entailment
28350	28350	The manager introduced the artists , and the professor ran .	The professor ran .	entailment
28351	28351	The presidents called the judge , and the professors believed the lawyer .	The professors believed the lawyer .	entailment
28352	28352	The authors thanked the doctor , and the presidents slept .	The presidents slept .	entailment
28353	28353	The secretary helped the athlete , and the senator danced .	The secretary helped the athlete .	entailment
28354	28354	The tourists advised the secretary , and the athletes thanked the professors .	The athletes thanked the professors .	entailment
28355	28355	The banker recognized the doctor , and the athlete advised the tourists .	The banker recognized the doctor .	entailment
28356	28356	The artists recognized the authors , and the judges admired the scientist .	The artists recognized the authors .	entailment
28357	28357	The professors ran , and the managers performed .	The managers performed .	entailment
28358	28358	The authors called the judge , and the professors supported the lawyers .	The professors supported the lawyers .	entailment
28359	28359	The manager admired the athlete , and the presidents recommended the banker .	The presidents recommended the banker .	entailment
28360	28360	The banker slept , and the doctors helped the manager .	The doctors helped the manager .	entailment
28361	28361	The secretaries advised the doctor , and the scientists thanked the authors .	The secretaries advised the doctor .	entailment
28362	28362	The doctors performed , and the secretaries avoided the authors .	The doctors performed .	entailment
28363	28363	The authors supported the scientists , and the manager called the banker .	The authors supported the scientists .	entailment
28364	28364	The tourist shouted , and the artist saw the doctor .	The artist saw the doctor .	entailment
28365	28365	The scientist resigned , and the presidents ran .	The presidents ran .	entailment
28366	28366	The author recommended the doctor , and the lawyer waited .	The lawyer waited .	entailment
28367	28367	The senators resigned , and the lawyers believed the actors .	The lawyers believed the actors .	entailment
28368	28368	The secretaries avoided the manager , and the bankers waited .	The secretaries avoided the manager .	entailment
28369	28369	The professors contacted the athletes , and the senators recognized the secretaries .	The senators recognized the secretaries .	entailment
28370	28370	The doctors avoided the authors , and the lawyer admired the tourist .	The doctors avoided the authors .	entailment
28371	28371	The managers mentioned the author , and the president waited .	The president waited .	entailment
28372	28372	The tourists recommended the athletes , and the manager waited .	The manager waited .	entailment
28373	28373	The actors danced , and the lawyers thanked the presidents .	The actors danced .	entailment
28374	28374	The managers admired the lawyers , and the author thanked the banker .	The author thanked the banker .	entailment
28375	28375	The actor stopped the secretaries , and the artists contacted the lawyer .	The artists contacted the lawyer .	entailment
28376	28376	The president supported the lawyer , and the senator slept .	The senator slept .	entailment
28377	28377	The senator resigned , and the president arrived .	The president arrived .	entailment
28378	28378	The athletes mentioned the tourists , and the presidents ran .	The presidents ran .	entailment
28379	28379	The athlete slept , and the bankers called the managers .	The bankers called the managers .	entailment
28380	28380	The doctors slept , and the lawyers waited .	The doctors slept .	entailment
28381	28381	The students ran , and the scientists recommended the doctors .	The scientists recommended the doctors .	entailment
28382	28382	The scientist ran , and the lawyers performed .	The scientist ran .	entailment
28383	28383	The doctors danced , and the tourist waited .	The tourist waited .	entailment
28384	28384	The athlete performed , and the manager arrived .	The athlete performed .	entailment
28385	28385	The authors advised the judges , and the athlete contacted the lawyers .	The athlete contacted the lawyers .	entailment
28386	28386	The banker stopped the tourists , and the presidents called the athletes .	The banker stopped the tourists .	entailment
28387	28387	The scientists advised the lawyers , and the actors encouraged the tourist .	The actors encouraged the tourist .	entailment
28388	28388	The judge admired the president , and the author supported the artists .	The author supported the artists .	entailment
28389	28389	The tourists believed the doctor , and the scientist performed .	The tourists believed the doctor .	entailment
28390	28390	The senator encouraged the scientist , and the actor introduced the author .	The senator encouraged the scientist .	entailment
28391	28391	The artist slept , and the tourists introduced the professors .	The artist slept .	entailment
28392	28392	The senator thanked the president , and the athlete believed the lawyer .	The senator thanked the president .	entailment
28393	28393	The professors ran , and the lawyers performed .	The professors ran .	entailment
28394	28394	The student called the scientists , and the professors recommended the judges .	The professors recommended the judges .	entailment
28395	28395	The professor waited , and the athlete introduced the doctors .	The athlete introduced the doctors .	entailment
28396	28396	The professors supported the tourists , and the secretaries arrived .	The secretaries arrived .	entailment
28397	28397	The actors contacted the doctors , and the lawyer helped the secretaries .	The actors contacted the doctors .	entailment
28398	28398	The authors encouraged the bankers , and the doctor advised the lawyer .	The doctor advised the lawyer .	entailment
28399	28399	The judge admired the actor , and the managers shouted .	The managers shouted .	entailment
28400	28400	The author supported the senators , and the student performed .	The author supported the senators .	entailment
28401	28401	The scientist arrived , and the judge shouted .	The scientist arrived .	entailment
28402	28402	The athletes performed , and the secretary avoided the scientists .	The athletes performed .	entailment
28403	28403	The managers admired the tourists , and the actor danced .	The managers admired the tourists .	entailment
28404	28404	The lawyer waited , and the tourist mentioned the judges .	The lawyer waited .	entailment
28405	28405	The scientist performed , and the author waited .	The author waited .	entailment
28406	28406	The lawyers ran , and the artists slept .	The lawyers ran .	entailment
28407	28407	The tourists contacted the lawyer , and the managers performed .	The managers performed .	entailment
28408	28408	The judge performed , and the athlete slept .	The athlete slept .	entailment
28409	28409	The president thanked the senators , and the tourist shouted .	The president thanked the senators .	entailment
28410	28410	The managers admired the students , and the secretary resigned .	The managers admired the students .	entailment
28411	28411	The artists introduced the secretary , and the author stopped the students .	The author stopped the students .	entailment
28412	28412	The artist danced , and the secretary encouraged the author .	The secretary encouraged the author .	entailment
28413	28413	The artists encouraged the presidents , and the secretaries shouted .	The secretaries shouted .	entailment
28414	28414	The lawyers thanked the judges , and the professors recognized the doctors .	The lawyers thanked the judges .	entailment
28415	28415	The students contacted the presidents , and the judge recognized the author .	The judge recognized the author .	entailment
28416	28416	The authors arrived , and the presidents supported the manager .	The presidents supported the manager .	entailment
28417	28417	The author waited , and the doctors stopped the scientist .	The doctors stopped the scientist .	entailment
28418	28418	The tourists admired the judges , and the actor danced .	The tourists admired the judges .	entailment
28419	28419	The senators saw the president , and the scientists mentioned the professor .	The senators saw the president .	entailment
28420	28420	The secretaries danced , and the doctor introduced the students .	The doctor introduced the students .	entailment
28421	28421	The senators believed the bankers , and the athlete admired the doctors .	The senators believed the bankers .	entailment
28422	28422	The tourists recommended the scientists , and the managers ran .	The tourists recommended the scientists .	entailment
28423	28423	The scientists avoided the doctors , and the actor waited .	The scientists avoided the doctors .	entailment
28424	28424	The scientists advised the judge , and the senator believed the professor .	The scientists advised the judge .	entailment
28425	28425	The secretary performed , and the professor danced .	The secretary performed .	entailment
28426	28426	The lawyers danced , and the secretary saw the doctor .	The secretary saw the doctor .	entailment
28427	28427	The senators advised the lawyers , and the secretaries danced .	The secretaries danced .	entailment
28428	28428	The judge stopped the athlete , and the president danced .	The president danced .	entailment
28429	28429	The actors recommended the senator , and the bankers mentioned the professor .	The bankers mentioned the professor .	entailment
28430	28430	The students waited , and the lawyer recognized the artist .	The students waited .	entailment
28431	28431	The professor contacted the athletes , and the tourist admired the author .	The professor contacted the athletes .	entailment
28432	28432	The managers recommended the doctors , and the athlete avoided the judge .	The managers recommended the doctors .	entailment
28433	28433	The tourists advised the actor , and the presidents admired the athletes .	The presidents admired the athletes .	entailment
28434	28434	The president waited , and the doctor shouted .	The president waited .	entailment
28435	28435	The scientists believed the authors , and the senator stopped the doctor .	The scientists believed the authors .	entailment
28436	28436	The president performed , and the lawyer stopped the managers .	The president performed .	entailment
28437	28437	The lawyers believed the artist , and the professors waited .	The lawyers believed the artist .	entailment
28438	28438	The students mentioned the manager , and the banker believed the professors .	The banker believed the professors .	entailment
28439	28439	The authors thanked the lawyer , and the judges danced .	The judges danced .	entailment
28440	28440	The tourists introduced the senator , and the professor resigned .	The professor resigned .	entailment
28441	28441	The tourist mentioned the lawyers , and the students performed .	The students performed .	entailment
28442	28442	The scientist called the author , and the actor ran .	The scientist called the author .	entailment
28443	28443	The artist arrived , and the professors encouraged the scientists .	The professors encouraged the scientists .	entailment
28444	28444	The author advised the managers , and the senator slept .	The author advised the managers .	entailment
28445	28445	The athletes performed , and the author avoided the artist .	The athletes performed .	entailment
28446	28446	The judge admired the tourists , and the banker shouted .	The banker shouted .	entailment
28447	28447	The secretaries waited , and the tourists mentioned the senator .	The secretaries waited .	entailment
28448	28448	The actors saw the judges , and the secretaries resigned .	The actors saw the judges .	entailment
28449	28449	The senator ran , and the lawyers mentioned the actor .	The senator ran .	entailment
28450	28450	The doctors performed , and the athletes avoided the professor .	The athletes avoided the professor .	entailment
28451	28451	The presidents danced , and the secretaries thanked the artists .	The presidents danced .	entailment
28452	28452	The managers introduced the judge , and the scientist supported the doctor .	The managers introduced the judge .	entailment
28453	28453	The senator introduced the doctor , and the secretaries encouraged the tourists .	The secretaries encouraged the tourists .	entailment
28454	28454	The senator advised the athletes , and the students danced .	The students danced .	entailment
28455	28455	The secretary danced , and the artists mentioned the judges .	The artists mentioned the judges .	entailment
28456	28456	The bankers avoided the manager , and the actors ran .	The bankers avoided the manager .	entailment
28457	28457	The doctors waited , and the managers shouted .	The doctors waited .	entailment
28458	28458	The professor called the doctors , and the managers danced .	The managers danced .	entailment
28459	28459	The judges recommended the senators , and the actor danced .	The actor danced .	entailment
28460	28460	The doctors resigned , and the artists waited .	The doctors resigned .	entailment
28461	28461	The banker recognized the athletes , and the manager recommended the judge .	The banker recognized the athletes .	entailment
28462	28462	The secretaries helped the managers , and the judge slept .	The secretaries helped the managers .	entailment
28463	28463	The manager slept , and the tourist helped the professor .	The manager slept .	entailment
28464	28464	The doctor shouted , and the bankers believed the tourist .	The doctor shouted .	entailment
28465	28465	The banker resigned , and the president shouted .	The president shouted .	entailment
28466	28466	The senators arrived , and the tourist slept .	The tourist slept .	entailment
28467	28467	The actors danced , and the presidents encouraged the professor .	The presidents encouraged the professor .	entailment
28468	28468	The managers called the students , and the author performed .	The managers called the students .	entailment
28469	28469	The lawyer avoided the senator , and the students ran .	The students ran .	entailment
28470	28470	The lawyer mentioned the scientist , and the author contacted the senator .	The author contacted the senator .	entailment
28471	28471	The secretary danced , and the artist advised the managers .	The secretary danced .	entailment
28472	28472	The athlete admired the tourist , and the doctor resigned .	The doctor resigned .	entailment
28473	28473	The tourists admired the lawyer , and the actor recommended the doctor .	The tourists admired the lawyer .	entailment
28474	28474	The judges advised the artist , and the bankers saw the authors .	The judges advised the artist .	entailment
28475	28475	The judge introduced the students , and the managers contacted the president .	The judge introduced the students .	entailment
28476	28476	The student waited , and the artist called the actor .	The student waited .	entailment
28477	28477	The judge avoided the presidents , and the doctors recommended the professors .	The doctors recommended the professors .	entailment
28478	28478	The senators recognized the tourists , and the president saw the athlete .	The senators recognized the tourists .	entailment
28479	28479	The managers arrived , and the professors danced .	The managers arrived .	entailment
28480	28480	The actors avoided the tourists , and the lawyer stopped the senators .	The lawyer stopped the senators .	entailment
28481	28481	The senator introduced the managers , and the lawyer recommended the authors .	The lawyer recommended the authors .	entailment
28482	28482	The lawyer recognized the judges , and the senator avoided the bankers .	The lawyer recognized the judges .	entailment
28483	28483	The managers waited , and the actors thanked the student .	The managers waited .	entailment
28484	28484	The scientist arrived , and the student recommended the lawyer .	The student recommended the lawyer .	entailment
28485	28485	The tourist saw the lawyer , and the professor recommended the president .	The professor recommended the president .	entailment
28486	28486	The students shouted , and the athlete recommended the presidents .	The students shouted .	entailment
28487	28487	The actor helped the manager , and the scientists recommended the authors .	The actor helped the manager .	entailment
28488	28488	The managers performed , and the banker arrived .	The managers performed .	entailment
28489	28489	The professor recognized the banker , and the artists avoided the actors .	The artists avoided the actors .	entailment
28490	28490	The senator saw the artists , and the athletes advised the student .	The athletes advised the student .	entailment
28491	28491	The students avoided the bankers , and the managers supported the artist .	The students avoided the bankers .	entailment
28492	28492	The managers supported the bankers , and the students introduced the author .	The students introduced the author .	entailment
28493	28493	The professor performed , and the bankers contacted the scientists .	The professor performed .	entailment
28494	28494	The president resigned , and the professors mentioned the lawyer .	The president resigned .	entailment
28495	28495	The senators believed the actor , and the judge admired the authors .	The senators believed the actor .	entailment
28496	28496	The scientists thanked the senator , and the student advised the tourists .	The student advised the tourists .	entailment
28497	28497	The author encouraged the lawyers , and the student introduced the senators .	The student introduced the senators .	entailment
28498	28498	The artists waited , and the manager stopped the scientists .	The artists waited .	entailment
28499	28499	The senators supported the lawyer , and the banker arrived .	The senators supported the lawyer .	entailment
28500	28500	The presidents danced , and the doctors helped the managers .	The presidents danced .	entailment
28501	28501	The president waited , and the artist shouted .	The president waited .	entailment
28502	28502	The athletes helped the scientists , and the senators danced .	The athletes helped the scientists .	entailment
28503	28503	The bankers ran , and the senator mentioned the managers .	The senator mentioned the managers .	entailment
28504	28504	The lawyer saw the students , and the doctor believed the president .	The doctor believed the president .	entailment
28505	28505	The senator introduced the actors , and the president called the lawyers .	The senator introduced the actors .	entailment
28506	28506	The senator called the tourist , and the presidents stopped the doctor .	The presidents stopped the doctor .	entailment
28507	28507	The scientist helped the students , and the authors believed the secretaries .	The authors believed the secretaries .	entailment
28508	28508	The presidents helped the secretaries , and the student danced .	The student danced .	entailment
28509	28509	The judge ran , and the students admired the president .	The students admired the president .	entailment
28510	28510	The judge ran , and the presidents stopped the senators .	The presidents stopped the senators .	entailment
28511	28511	The actor resigned , and the authors recommended the president .	The authors recommended the president .	entailment
28512	28512	The bankers mentioned the authors , and the secretary recommended the artist .	The secretary recommended the artist .	entailment
28513	28513	The senators resigned , and the artist believed the lawyers .	The senators resigned .	entailment
28514	28514	The scientist shouted , and the tourists supported the athlete .	The scientist shouted .	entailment
28515	28515	The actors recognized the tourist , and the student thanked the secretaries .	The student thanked the secretaries .	entailment
28516	28516	The judge mentioned the students , and the doctor danced .	The judge mentioned the students .	entailment
28517	28517	The professors avoided the author , and the bankers advised the artist .	The professors avoided the author .	entailment
28518	28518	The students admired the doctors , and the tourist performed .	The tourist performed .	entailment
28519	28519	The scientist recommended the doctor , and the tourist contacted the actor .	The scientist recommended the doctor .	entailment
28520	28520	The tourist believed the student , and the actor resigned .	The tourist believed the student .	entailment
28521	28521	The students shouted , and the athletes saw the senators .	The athletes saw the senators .	entailment
28522	28522	The artist encouraged the judges , and the doctors performed .	The artist encouraged the judges .	entailment
28523	28523	The secretary slept , and the judge saw the athletes .	The judge saw the athletes .	entailment
28524	28524	The artists mentioned the author , and the professors recognized the banker .	The artists mentioned the author .	entailment
28525	28525	The doctors shouted , and the authors saw the scientists .	The authors saw the scientists .	entailment
28526	28526	The judges saw the manager , and the actor recognized the senators .	The judges saw the manager .	entailment
28527	28527	The artist arrived , and the actor waited .	The actor waited .	entailment
28528	28528	The professor slept , and the senator helped the judges .	The professor slept .	entailment
28529	28529	The athlete slept , and the senator admired the managers .	The athlete slept .	entailment
28530	28530	The presidents introduced the judge , and the author saw the scientist .	The presidents introduced the judge .	entailment
28531	28531	The lawyer slept , and the scientist advised the artist .	The lawyer slept .	entailment
28532	28532	The bankers called the student , and the presidents recommended the secretaries .	The presidents recommended the secretaries .	entailment
28533	28533	The lawyer encouraged the athletes , and the artist arrived .	The artist arrived .	entailment
28534	28534	The judge waited , and the secretary contacted the banker .	The secretary contacted the banker .	entailment
28535	28535	The secretaries believed the president , and the actors danced .	The secretaries believed the president .	entailment
28536	28536	The actors advised the secretaries , and the tourists performed .	The actors advised the secretaries .	entailment
28537	28537	The artist stopped the student , and the president mentioned the senators .	The president mentioned the senators .	entailment
28538	28538	The secretary supported the athlete , and the presidents believed the authors .	The secretary supported the athlete .	entailment
28539	28539	The banker arrived , and the doctors supported the tourist .	The doctors supported the tourist .	entailment
28540	28540	The senator saw the author , and the president ran .	The senator saw the author .	entailment
28541	28541	The students believed the president , and the lawyer stopped the doctors .	The students believed the president .	entailment
28542	28542	The doctors recommended the athlete , and the students mentioned the lawyer .	The doctors recommended the athlete .	entailment
28543	28543	The artists introduced the senators , and the judges recommended the tourist .	The judges recommended the tourist .	entailment
28544	28544	The actor advised the secretary , and the professor introduced the author .	The professor introduced the author .	entailment
28545	28545	The scientists thanked the manager , and the bankers waited .	The scientists thanked the manager .	entailment
28546	28546	The judges resigned , and the secretaries recommended the tourists .	The secretaries recommended the tourists .	entailment
28547	28547	The actor mentioned the secretary , and the lawyers shouted .	The lawyers shouted .	entailment
28548	28548	The managers slept , and the authors thanked the senators .	The authors thanked the senators .	entailment
28549	28549	The doctor thanked the athlete , and the senator believed the secretaries .	The senator believed the secretaries .	entailment
28550	28550	The lawyer stopped the presidents , and the banker recognized the student .	The lawyer stopped the presidents .	entailment
28551	28551	The senator encouraged the scientist , and the manager performed .	The senator encouraged the scientist .	entailment
28552	28552	The scientists waited , and the actors shouted .	The actors shouted .	entailment
28553	28553	The actors resigned , and the lawyers waited .	The actors resigned .	entailment
28554	28554	The tourist thanked the professors , and the senator slept .	The senator slept .	entailment
28555	28555	The secretaries saw the manager , and the scientist helped the banker .	The secretaries saw the manager .	entailment
28556	28556	The scientists supported the actor , and the student performed .	The student performed .	entailment
28557	28557	The artist saw the secretaries , and the lawyer thanked the judge .	The lawyer thanked the judge .	entailment
28558	28558	The scientists arrived , and the secretary ran .	The secretary ran .	entailment
28559	28559	The president called the manager , and the actors shouted .	The actors shouted .	entailment
28560	28560	The students supported the author , and the athlete mentioned the tourist .	The students supported the author .	entailment
28561	28561	The scientists introduced the president , and the artist stopped the banker .	The scientists introduced the president .	entailment
28562	28562	The secretaries danced , and the tourists saw the doctor .	The secretaries danced .	entailment
28563	28563	The judge encouraged the bankers , and the secretary recognized the athletes .	The judge encouraged the bankers .	entailment
28564	28564	The tourist arrived , and the actor shouted .	The actor shouted .	entailment
28565	28565	The actors performed , and the doctor advised the bankers .	The doctor advised the bankers .	entailment
28566	28566	The artists shouted , and the president saw the athletes .	The artists shouted .	entailment
28567	28567	The actor ran , and the artists saw the students .	The actor ran .	entailment
28568	28568	The bankers recognized the student , and the doctor danced .	The doctor danced .	entailment
28569	28569	The secretary stopped the actors , and the authors introduced the judges .	The secretary stopped the actors .	entailment
28570	28570	The authors ran , and the senators resigned .	The authors ran .	entailment
28571	28571	The professor introduced the athlete , and the authors waited .	The authors waited .	entailment
28572	28572	The authors avoided the judge , and the professor slept .	The professor slept .	entailment
28573	28573	The bankers ran , and the tourists helped the doctor .	The bankers ran .	entailment
28574	28574	The artist shouted , and the student mentioned the senator .	The student mentioned the senator .	entailment
28575	28575	The banker believed the tourist , and the students saw the president .	The banker believed the tourist .	entailment
28576	28576	The students called the professor , and the doctor ran .	The doctor ran .	entailment
28577	28577	The professors supported the senators , and the judges helped the actor .	The professors supported the senators .	entailment
28578	28578	The scientists danced , and the managers recommended the student .	The managers recommended the student .	entailment
28579	28579	The artists advised the lawyer , and the doctor danced .	The doctor danced .	entailment
28580	28580	The judges waited , and the professor encouraged the secretary .	The professor encouraged the secretary .	entailment
28581	28581	The tourist believed the banker , and the scientist supported the author .	The tourist believed the banker .	entailment
28582	28582	The secretaries avoided the students , and the actors saw the scientist .	The secretaries avoided the students .	entailment
28583	28583	The lawyers thanked the professors , and the author recognized the doctors .	The author recognized the doctors .	entailment
28584	28584	The doctor introduced the judge , and the athletes slept .	The athletes slept .	entailment
28585	28585	The students recognized the artists , and the doctor resigned .	The students recognized the artists .	entailment
28586	28586	The scientist introduced the senator , and the bankers ran .	The scientist introduced the senator .	entailment
28587	28587	The actors advised the athletes , and the scientist believed the student .	The actors advised the athletes .	entailment
28588	28588	The tourist saw the athletes , and the senators believed the actors .	The tourist saw the athletes .	entailment
28589	28589	The senator contacted the professors , and the banker mentioned the doctors .	The banker mentioned the doctors .	entailment
28590	28590	The secretary called the judges , and the authors avoided the scientists .	The authors avoided the scientists .	entailment
28591	28591	The artists ran , and the athletes advised the secretary .	The athletes advised the secretary .	entailment
28592	28592	The students supported the managers , and the senator danced .	The students supported the managers .	entailment
28593	28593	The scientists mentioned the actor , and the manager encouraged the secretaries .	The manager encouraged the secretaries .	entailment
28594	28594	The scientist resigned , and the secretary advised the bankers .	The secretary advised the bankers .	entailment
28595	28595	The banker waited , and the scientist admired the professor .	The banker waited .	entailment
28596	28596	The athlete waited , and the lawyers recognized the secretaries .	The lawyers recognized the secretaries .	entailment
28597	28597	The tourists shouted , and the professor advised the author .	The professor advised the author .	entailment
28598	28598	The artist shouted , and the tourist resigned .	The artist shouted .	entailment
28599	28599	The author waited , and the professor ran .	The author waited .	entailment
28600	28600	The author shouted , and the doctors slept .	The doctors slept .	entailment
28601	28601	The professors ran , and the actor mentioned the managers .	The professors ran .	entailment
28602	28602	The managers helped the senator , and the athlete recommended the actor .	The athlete recommended the actor .	entailment
28603	28603	The tourists stopped the presidents , and the authors supported the lawyers .	The authors supported the lawyers .	entailment
28604	28604	The senators believed the manager , and the actors arrived .	The actors arrived .	entailment
28605	28605	The secretary arrived , and the authors saw the students .	The authors saw the students .	entailment
28606	28606	The professors arrived , and the presidents thanked the tourists .	The professors arrived .	entailment
28607	28607	The secretaries danced , and the student believed the authors .	The secretaries danced .	entailment
28608	28608	The professor slept , and the managers contacted the lawyer .	The professor slept .	entailment
28609	28609	The scientist avoided the athletes , and the students supported the artists .	The students supported the artists .	entailment
28610	28610	The doctor admired the senators , and the secretaries helped the manager .	The secretaries helped the manager .	entailment
28611	28611	The presidents recognized the lawyer , and the tourists believed the secretary .	The tourists believed the secretary .	entailment
28612	28612	The secretary called the banker , and the authors waited .	The authors waited .	entailment
28613	28613	The banker saw the managers , and the students waited .	The banker saw the managers .	entailment
28614	28614	The lawyers supported the tourists , and the scientist shouted .	The scientist shouted .	entailment
28615	28615	The artist resigned , and the judges recommended the presidents .	The judges recommended the presidents .	entailment
28616	28616	The students saw the professor , and the scientists stopped the bankers .	The scientists stopped the bankers .	entailment
28617	28617	The author introduced the senator , and the athletes shouted .	The athletes shouted .	entailment
28618	28618	The doctor resigned , and the banker recommended the actor .	The banker recommended the actor .	entailment
28619	28619	The athlete performed , and the students believed the president .	The athlete performed .	entailment
28620	28620	The actors introduced the professors , and the banker performed .	The banker performed .	entailment
28621	28621	The presidents helped the actors , and the athlete advised the senators .	The athlete advised the senators .	entailment
28622	28622	The scientists thanked the tourist , and the actor believed the athlete .	The actor believed the athlete .	entailment
28623	28623	The actor called the lawyer , and the doctors advised the artist .	The actor called the lawyer .	entailment
28624	28624	The lawyers arrived , and the actors admired the athletes .	The lawyers arrived .	entailment
28625	28625	The tourists resigned , and the author stopped the secretary .	The author stopped the secretary .	entailment
28626	28626	The secretary danced , and the manager supported the president .	The secretary danced .	entailment
28627	28627	The doctor recognized the senators , and the lawyer performed .	The lawyer performed .	entailment
28628	28628	The doctor resigned , and the presidents thanked the tourists .	The doctor resigned .	entailment
28629	28629	The professor supported the athlete , and the artist danced .	The artist danced .	entailment
28630	28630	The doctors helped the president , and the manager saw the actor .	The manager saw the actor .	entailment
28631	28631	The author recommended the judges , and the managers arrived .	The managers arrived .	entailment
28632	28632	The professor helped the actor , and the secretary thanked the president .	The secretary thanked the president .	entailment
28633	28633	The senator encouraged the bankers , and the doctor shouted .	The doctor shouted .	entailment
28634	28634	The lawyer introduced the tourists , and the senator advised the scientists .	The senator advised the scientists .	entailment
28635	28635	The students recognized the judges , and the actor arrived .	The actor arrived .	entailment
28636	28636	The banker introduced the lawyer , and the author recognized the doctor .	The banker introduced the lawyer .	entailment
28637	28637	The actor performed , and the scientists supported the judges .	The actor performed .	entailment
28638	28638	The tourist recognized the athlete , and the managers avoided the secretary .	The tourist recognized the athlete .	entailment
28639	28639	The scientist recognized the artists , and the secretaries mentioned the actor .	The secretaries mentioned the actor .	entailment
28640	28640	The athletes performed , and the senators introduced the president .	The athletes performed .	entailment
28641	28641	The professors saw the actors , and the bankers encouraged the tourists .	The bankers encouraged the tourists .	entailment
28642	28642	The president saw the author , and the secretary supported the lawyer .	The secretary supported the lawyer .	entailment
28643	28643	The secretary avoided the scientist , and the doctors supported the students .	The secretary avoided the scientist .	entailment
28644	28644	The tourists mentioned the scientists , and the artist arrived .	The artist arrived .	entailment
